timestamp,vehicle_speed,target_speed,throttle_cmd,brake_cmd,pid_error,acceleration,fuel_consumption,engine_power
30.4000,15.3504,16.6700,12.4129,0.0000,1.3196,0.0703,7.1687,6.6690
30.5000,15.3574,16.6700,12.3997,0.0000,1.3126,0.0700,7.1559,6.6650
30.6000,15.3644,16.6700,12.3866,0.0000,1.3056,0.0696,7.1432,6.6609
30.7000,15.3714,16.6700,12.3735,0.0000,1.2986,0.0692,7.1306,6.6569
30.8000,15.3783,16.6700,12.3605,0.0000,1.2917,0.0688,7.1181,6.6529
30.9000,15.3851,16.6700,12.3476,0.0000,1.2849,0.0685,7.1057,6.6489
31.0000,15.3920,16.6700,12.3347,0.0000,1.2780,0.0681,7.0933,6.6450
31.1000,15.3987,16.6700,12.3220,0.0000,1.2713,0.0678,7.0810,6.6410
31.2000,15.4055,16.6700,12.3092,0.0000,1.2645,0.0674,7.0688,6.6370
31.3000,15.4122,16.6700,12.2966,0.0000,1.2578,0.0670,7.0567,6.6331
31.4000,15.4189,16.6700,12.2840,0.0000,1.2511,0.0667,7.0446,6.6292
31.5000,15.4255,16.6700,12.2715,0.0000,1.2445,0.0663,7.0327,6.6253
31.6000,15.4322,16.6700,12.2591,0.0000,1.2378,0.0660,7.0207,6.6214
31.7000,15.4387,16.6700,12.2467,0.0000,1.2313,0.0656,7.0089,6.6176
31.8000,15.4453,16.6700,12.2344,0.0000,1.2247,0.0653,6.9971,6.6137
31.9000,15.4518,16.6700,12.2221,0.0000,1.2182,0.0649,6.9854,6.6099
32.0000,15.4583,16.6700,12.2100,0.0000,1.2117,0.0646,6.9738,6.6061
32.1000,15.4647,16.6700,12.1979,0.0000,1.2053,0.0642,6.9622,6.6023
32.2000,15.4711,16.6700,12.1858,0.0000,1.1989,0.0639,6.9507,6.5985
32.3000,15.4775,16.6700,12.1738,0.0000,1.1925,0.0635,6.9393,6.5947
32.4000,15.4838,16.6700,12.1619,0.0000,1.1862,0.0632,6.9280,6.5910
32.5000,15.4901,16.6700,12.1501,0.0000,1.1799,0.0629,6.9167,6.5872
32.6000,15.4964,16.6700,12.1383,0.0000,1.1736,0.0625,6.9054,6.5835
32.7000,15.5026,16.6700,12.1266,0.0000,1.1674,0.0622,6.8943,6.5798
32.8000,15.5088,16.6700,12.1149,0.0000,1.1612,0.0619,6.8832,6.5761
32.9000,15.5150,16.6700,12.1033,0.0000,1.1550,0.0615,6.8722,6.5724
33.0000,15.5211,16.6700,12.0918,0.0000,1.1489,0.0612,6.8612,6.5687
33.1000,15.5272,16.6700,12.0803,0.0000,1.1428,0.0609,6.8503,6.5651
33.2000,15.5333,16.6700,12.0689,0.0000,1.1367,0.0606,6.8394,6.5615
33.3000,15.5393,16.6700,12.0576,0.0000,1.1307,0.0602,6.8287,6.5578
33.4000,15.5454,16.6700,12.0463,0.0000,1.1246,0.0599,6.8179,6.5542
33.5000,15.5513,16.6700,12.0351,0.0000,1.1187,0.0596,6.8073,6.5506
33.6000,15.5573,16.6700,12.0239,0.0000,1.1127,0.0593,6.7967,6.5471
33.7000,15.5632,16.6700,12.0128,0.0000,1.1068,0.0590,6.7862,6.5435
33.8000,15.5691,16.6700,12.0018,0.0000,1.1009,0.0587,6.7757,6.5400
33.9000,15.5749,16.6700,11.9908,0.0000,1.0951,0.0584,6.7653,6.5364
34.0000,15.5807,16.6700,11.9799,0.0000,1.0893,0.0580,6.7549,6.5329
34.1000,15.5865,16.6700,11.9690,0.0000,1.0835,0.0577,6.7446,6.5294
34.2000,15.5923,16.6700,11.9582,0.0000,1.0777,0.0574,6.7343,6.5259
34.3000,15.5980,16.6700,11.9475,0.0000,1.0720,0.0571,6.7242,6.5225
34.4000,15.6037,16.6700,11.9368,0.0000,1.0663,0.0568,6.7140,6.5190
34.5000,15.6094,16.6700,11.9262,0.0000,1.0606,0.0565,6.7039,6.5156
34.6000,15.6150,16.6700,11.9156,0.0000,1.0550,0.0562,6.6939,6.5122
34.7000,15.6206,16.6700,11.9051,0.0000,1.0494,0.0559,6.6840,6.5088
34.8000,15.6262,16.6700,11.8946,0.0000,1.0438,0.0556,6.6740,6.5054
34.9000,15.6317,16.6700,11.8842,0.0000,1.0383,0.0553,6.6642,6.5020
35.0000,15.6372,16.6700,11.8739,0.0000,1.0328,0.0550,6.6544,6.4986
35.1000,15.6427,16.6700,11.8636,0.0000,1.0273,0.0547,6.6446,6.4953
35.2000,15.6482,16.6700,11.8534,0.0000,1.0218,0.0544,6.6349,6.4919
35.3000,15.6536,16.6700,11.8432,0.0000,1.0164,0.0542,6.6253,6.4886
35.4000,15.6590,16.6700,11.8331,0.0000,1.0110,0.0539,6.6157,6.4853
35.5000,15.6644,16.6700,11.8230,0.0000,1.0056,0.0536,6.6061,6.4820
35.6000,15.6697,16.6700,11.8130,0.0000,1.0003,0.0533,6.5967,6.4787
35.7000,15.6750,16.6700,11.8030,0.0000,0.9950,0.0530,6.5872,6.4754
35.8000,15.6803,16.6700,11.7931,0.0000,0.9897,0.0527,6.5778,6.4722
35.9000,15.6856,16.6700,11.7833,0.0000,0.9844,0.0524,6.5685,6.4690
36.0000,15.6908,16.6700,11.7735,0.0000,0.9792,0.0522,6.5592,6.4657
36.1000,15.6960,16.6700,11.7637,0.0000,0.9740,0.0519,6.5499,6.4625
36.2000,15.7012,16.6700,11.7540,0.0000,0.9688,0.0516,6.5407,6.4593
36.3000,15.7063,16.6700,11.7444,0.0000,0.9637,0.0513,6.5316,6.4561
36.4000,15.7114,16.6700,11.7348,0.0000,0.9586,0.0511,6.5225,6.4530
36.5000,15.7165,16.6700,11.7253,0.0000,0.9535,0.0508,6.5134,6.4498
36.6000,15.7216,16.6700,11.7158,0.0000,0.9484,0.0505,6.5044,6.4467
36.7000,15.7266,16.6700,11.7063,0.0000,0.9434,0.0503,6.4955,6.4436
36.8000,15.7317,16.6700,11.6970,0.0000,0.9383,0.0500,6.4866,6.4404
36.9000,15.7366,16.6700,11.6876,0.0000,0.9334,0.0497,6.4777,6.4373
37.0000,15.7416,16.6700,11.6783,0.0000,0.9284,0.0495,6.4689,6.4343
37.1000,15.7465,16.6700,11.6691,0.0000,0.9235,0.0492,6.4601,6.4312
37.2000,15.7514,16.6700,11.6599,0.0000,0.9186,0.0489,6.4514,6.4281
37.3000,15.7563,16.6700,11.6508,0.0000,0.9137,0.0487,6.4427,6.4251
37.4000,15.7612,16.6700,11.6417,0.0000,0.9088,0.0484,6.4340,6.4220
37.5000,15.7660,16.6700,11.6327,0.0000,0.9040,0.0482,6.4254,6.4190
37.6000,15.7708,16.6700,11.6237,0.0000,0.8992,0.0479,6.4169,6.4160
37.7000,15.7756,16.6700,11.6148,0.0000,0.8944,0.0476,6.4084,6.4130
37.8000,15.7803,16.6700,11.6059,0.0000,0.8897,0.0474,6.3999,6.4101
37.9000,15.7850,16.6700,11.5970,0.0000,0.8850,0.0471,6.3915,6.4071
38.0000,15.7897,16.6700,11.5882,0.0000,0.8803,0.0469,6.3831,6.4041
38.1000,15.7944,16.6700,11.5795,0.0000,0.8756,0.0466,6.3747,6.4012
38.2000,15.7991,16.6700,11.5708,0.0000,0.8709,0.0464,6.3664,6.3983
38.3000,15.8037,16.6700,11.5621,0.0000,0.8663,0.0461,6.3582,6.3954
38.4000,15.8083,16.6700,11.5535,0.0000,0.8617,0.0459,6.3499,6.3925
38.5000,15.8129,16.6700,11.5450,0.0000,0.8571,0.0457,6.3418,6.3896
38.6000,15.8174,16.6700,11.5365,0.0000,0.8526,0.0454,6.3336,6.3867
38.7000,15.8220,16.6700,11.5280,0.0000,0.8480,0.0452,6.3255,6.3838
38.8000,15.8265,16.6700,11.5196,0.0000,0.8435,0.0449,6.3175,6.3810
38.9000,15.8309,16.6700,11.5112,0.0000,0.8391,0.0447,6.3094,6.3782
39.0000,15.8354,16.6700,11.5029,0.0000,0.8346,0.0445,6.3015,6.3753
39.1000,15.8398,16.6700,11.4946,0.0000,0.8302,0.0442,6.2935,6.3725
39.2000,15.8442,16.6700,11.4864,0.0000,0.8258,0.0440,6.2856,6.3697
39.3000,15.8486,16.6700,11.4782,0.0000,0.8214,0.0438,6.2777,6.3670
39.4000,15.8530,16.6700,11.4700,0.0000,0.8170,0.0435,6.2699,6.3642
39.5000,15.8573,16.6700,11.4619,0.0000,0.8127,0.0433,6.2621,6.3614
39.6000,15.8616,16.6700,11.4538,0.0000,0.8084,0.0431,6.2544,6.3587
39.7000,15.8659,16.6700,11.4458,0.0000,0.8041,0.0428,6.2466,6.3560
39.8000,15.8702,16.6700,11.4378,0.0000,0.7998,0.0426,6.2390,6.3532
39.9000,15.8745,16.6700,11.4299,0.0000,0.7955,0.0424,6.2313,6.3505
40.0000,15.8787,16.6700,11.4220,0.0000,0.7913,0.0422,6.2237,6.3478
40.1000,15.8829,16.6700,11.4142,0.0000,0.7871,0.0419,6.2161,6.3451
40.2000,15.8871,16.6700,11.4064,0.0000,0.7829,0.0417,6.2086,6.3425
40.3000,15.8912,16.6700,11.3986,0.0000,0.7788,0.0415,6.2011,6.3398
40.4000,15.8954,16.6700,11.3909,0.0000,0.7746,0.0413,6.1936,6.3372
40.5000,15.8995,16.6700,11.3832,0.0000,0.7705,0.0410,6.1862,6.3345
40.6000,15.9036,16.6700,11.3755,0.0000,0.7664,0.0408,6.1788,6.3319
40.7000,15.9076,16.6700,11.3679,0.0000,0.7624,0.0406,6.1714,6.3293
40.8000,15.9117,16.6700,11.3604,0.0000,0.7583,0.0404,6.1641,6.3267
40.9000,15.9157,16.6700,11.3529,0.0000,0.7543,0.0402,6.1568,6.3241
41.0000,15.9197,16.6700,11.3454,0.0000,0.7503,0.0400,6.1496,6.3215
41.1000,15.9237,16.6700,11.3380,0.0000,0.7463,0.0398,6.1423,6.3190
41.2000,15.9277,16.6700,11.3306,0.0000,0.7423,0.0395,6.1351,6.3164
41.3000,15.9316,16.6700,11.3232,0.0000,0.7384,0.0393,6.1280,6.3139
41.4000,15.9355,16.6700,11.3159,0.0000,0.7345,0.0391,6.1209,6.3114
41.5000,15.9394,16.6700,11.3086,0.0000,0.7306,0.0389,6.1138,6.3088
41.6000,15.9433,16.6700,11.3014,0.0000,0.7267,0.0387,6.1067,6.3063
41.7000,15.9472,16.6700,11.2942,0.0000,0.7228,0.0385,6.0997,6.3039
41.8000,15.9510,16.6700,11.2870,0.0000,0.7190,0.0383,6.0927,6.3014
41.9000,15.9548,16.6700,11.2799,0.0000,0.7152,0.0381,6.0857,6.2989
42.0000,15.9586,16.6700,11.2728,0.0000,0.7114,0.0379,6.0788,6.2964
42.1000,15.9624,16.6700,11.2657,0.0000,0.7076,0.0377,6.0719,6.2940
42.2000,15.9662,16.6700,11.2587,0.0000,0.7038,0.0375,6.0650,6.2916
42.3000,15.9699,16.6700,11.2518,0.0000,0.7001,0.0373,6.0582,6.2891
42.4000,15.9736,16.6700,11.2448,0.0000,0.6964,0.0371,6.0513,6.2867
42.5000,15.9773,16.6700,11.2379,0.0000,0.6927,0.0369,6.0446,6.2843
42.6000,15.9810,16.6700,11.2311,0.0000,0.6890,0.0367,6.0378,6.2819
42.7000,15.9847,16.6700,11.2243,0.0000,0.6853,0.0365,6.0311,6.2796
42.8000,15.9883,16.6700,11.2175,0.0000,0.6817,0.0363,6.0244,6.2772
42.9000,15.9919,16.6700,11.2107,0.0000,0.6781,0.0361,6.0177,6.2748
43.0000,15.9955,16.6700,11.2040,0.0000,0.6745,0.0359,6.0111,6.2725
43.1000,15.9991,16.6700,11.1973,0.0000,0.6709,0.0357,6.0045,6.2702
43.2000,16.0027,16.6700,11.1907,0.0000,0.6673,0.0355,5.9979,6.2678
43.3000,16.0062,16.6700,11.1841,0.0000,0.6638,0.0354,5.9914,6.2655
43.4000,16.0097,16.6700,11.1775,0.0000,0.6603,0.0352,5.9849,6.2632
43.5000,16.0132,16.6700,11.1710,0.0000,0.6568,0.0350,5.9784,6.2609
43.6000,16.0167,16.6700,11.1645,0.0000,0.6533,0.0348,5.9719,6.2586
43.7000,16.0202,16.6700,11.1580,0.0000,0.6498,0.0346,5.9655,6.2564
43.8000,16.0236,16.6700,11.1516,0.0000,0.6464,0.0344,5.9591,6.2541
43.9000,16.0271,16.6700,11.1452,0.0000,0.6429,0.0342,5.9527,6.2519
44.0000,16.0305,16.6700,11.1388,0.0000,0.6395,0.0341,5.9464,6.2496
44.1000,16.0339,16.6700,11.1325,0.0000,0.6361,0.0339,5.9401,6.2474
44.2000,16.0373,16.6700,11.1262,0.0000,0.6327,0.0337,5.9338,6.2452
44.3000,16.0406,16.6700,11.1200,0.0000,0.6294,0.0335,5.9275,6.2430
44.4000,16.0440,16.6700,11.1137,0.0000,0.6260,0.0333,5.9213,6.2408
44.5000,16.0473,16.6700,11.1075,0.0000,0.6227,0.0332,5.9151,6.2386
44.6000,16.0506,16.6700,11.1014,0.0000,0.6194,0.0330,5.9089,6.2364
44.7000,16.0539,16.6700,11.0953,0.0000,0.6161,0.0328,5.9027,6.2343
44.8000,16.0572,16.6700,11.0892,0.0000,0.6128,0.0326,5.8966,6.2321
44.9000,16.0604,16.6700,11.0831,0.0000,0.6096,0.0325,5.8905,6.2300
45.0000,16.0637,16.6700,11.0771,0.0000,0.6063,0.0323,5.8844,6.2278
45.1000,16.0669,16.6700,11.0711,0.0000,0.6031,0.0321,5.8783,6.2257
45.2000,16.0701,16.6700,11.0651,0.0000,0.5999,0.0320,5.8723,6.2236
45.3000,16.0733,16.6700,11.0592,0.0000,0.5967,0.0318,5.8663,6.2215
45.4000,16.0764,16.6700,11.0533,0.0000,0.5936,0.0316,5.8603,6.2194
45.5000,16.0796,16.6700,11.0474,0.0000,0.5904,0.0314,5.8544,6.2173
45.6000,16.0827,16.6700,11.0416,0.0000,0.5873,0.0313,5.8484,6.2153
45.7000,16.0858,16.6700,11.0358,0.0000,0.5842,0.0311,5.8425,6.2132
45.8000,16.0889,16.6700,11.0300,0.0000,0.5811,0.0309,5.8367,6.2111
45.9000,16.0920,16.6700,11.0243,0.0000,0.5780,0.0308,5.8308,6.2091
46.0000,16.0951,16.6700,11.0185,0.0000,0.5749,0.0306,5.8250,6.2071
46.1000,16.0981,16.6700,11.0129,0.0000,0.5719,0.0305,5.8192,6.2050
46.2000,16.1012,16.6700,11.0072,0.0000,0.5688,0.0303,5.8134,6.2030
46.3000,16.1042,16.6700,11.0016,0.0000,0.5658,0.0301,5.8076,6.2010
46.4000,16.1072,16.6700,10.9960,0.0000,0.5628,0.0300,5.8019,6.1990
46.5000,16.1102,16.6700,10.9904,0.0000,0.5598,0.0298,5.7962,6.1970
46.6000,16.1132,16.6700,10.9849,0.0000,0.5568,0.0297,5.7905,6.1951
46.7000,16.1161,16.6700,10.9794,0.0000,0.5539,0.0295,5.7848,6.1931
46.8000,16.1191,16.6700,10.9739,0.0000,0.5509,0.0293,5.7792,6.1911
46.9000,16.1220,16.6700,10.9685,0.0000,0.5480,0.0292,5.7736,6.1892
47.0000,16.1249,16.6700,10.9631,0.0000,0.5451,0.0290,5.7680,6.1873
47.1000,16.1278,16.6700,10.9577,0.0000,0.5422,0.0289,5.7624,6.1853
47.2000,16.1307,16.6700,10.9523,0.0000,0.5393,0.0287,5.7569,6.1834
47.3000,16.1335,16.6700,10.9470,0.0000,0.5365,0.0286,5.7513,6.1815
47.4000,16.1364,16.6700,10.9417,0.0000,0.5336,0.0284,5.7458,6.1796
47.5000,16.1392,16.6700,10.9365,0.0000,0.5308,0.0283,5.7403,6.1777
47.6000,16.1420,16.6700,10.9312,0.0000,0.5280,0.0281,5.7349,6.1758
47.7000,16.1448,16.6700,10.9260,0.0000,0.5252,0.0280,5.7294,6.1739
47.8000,16.1476,16.6700,10.9208,0.0000,0.5224,0.0278,5.7240,6.1721
47.9000,16.1504,16.6700,10.9157,0.0000,0.5196,0.0277,5.7186,6.1702
48.0000,16.1532,16.6700,10.9105,0.0000,0.5168,0.0275,5.7133,6.1684
48.1000,16.1559,16.6700,10.9054,0.0000,0.5141,0.0274,5.7079,6.1665
48.2000,16.1586,16.6700,10.9003,0.0000,0.5114,0.0272,5.7026,6.1647
48.3000,16.1614,16.6700,10.8953,0.0000,0.5086,0.0271,5.6973,6.1629
48.4000,16.1641,16.6700,10.8903,0.0000,0.5059,0.0269,5.6920,6.1611
48.5000,16.1667,16.6700,10.8853,0.0000,0.5033,0.0268,5.6867,6.1593
48.6000,16.1694,16.6700,10.8803,0.0000,0.5006,0.0267,5.6815,6.1575
48.7000,16.1721,16.6700,10.8754,0.0000,0.4979,0.0265,5.6762,6.1557
48.8000,16.1747,16.6700,10.8705,0.0000,0.4953,0.0264,5.6710,6.1539
48.9000,16.1773,16.6700,10.8656,0.0000,0.4927,0.0262,5.6658,6.1522
49.0000,16.1800,16.6700,10.8607,0.0000,0.4900,0.0261,5.6607,6.1504
49.1000,16.1826,16.6700,10.8559,0.0000,0.4874,0.0260,5.6555,6.1487
49.2000,16.1852,16.6700,10.8511,0.0000,0.4848,0.0258,5.6504,6.1469
49.3000,16.1877,16.6700,10.8463,0.0000,0.4823,0.0257,5.6453,6.1452
49.4000,16.1903,16.6700,10.8415,0.0000,0.4797,0.0255,5.6402,6.1435
49.5000,16.1928,16.6700,10.8368,0.0000,0.4772,0.0254,5.6351,6.1417
49.6000,16.1954,16.6700,10.8321,0.0000,0.4746,0.0253,5.6301,6.1400
49.7000,16.1979,16.6700,10.8274,0.0000,0.4721,0.0251,5.6251,6.1383
49.8000,16.2004,16.6700,10.8227,0.0000,0.4696,0.0250,5.6201,6.1366
49.9000,16.2029,16.6700,10.8181,0.0000,0.4671,0.0249,5.6151,6.1350
50.0000,16.2054,16.6700,10.8135,0.0000,0.4646,0.0247,5.6101,6.1333
50.1000,16.2078,16.6700,10.8089,0.0000,0.4622,0.0246,5.6052,6.1316
50.2000,16.2103,16.6700,10.8044,0.0000,0.4597,0.0245,5.6002,6.1300
50.3000,16.2127,16.6700,10.7998,0.0000,0.4573,0.0243,5.5953,6.1283
50.4000,16.2152,16.6700,10.7953,0.0000,0.4548,0.0242,5.5904,6.1267
50.5000,16.2176,16.6700,10.7908,0.0000,0.4524,0.0241,5.5856,6.1250
50.6000,16.2200,16.6700,10.7864,0.0000,0.4500,0.0240,5.5807,6.1234
50.7000,16.2224,16.6700,10.7819,0.0000,0.4476,0.0238,5.5759,6.1218
50.8000,16.2247,16.6700,10.7775,0.0000,0.4453,0.0237,5.5710,6.1202
50.9000,16.2271,16.6700,10.7731,0.0000,0.4429,0.0236,5.5662,6.1186
51.0000,16.2295,16.6700,10.7688,0.0000,0.4405,0.0235,5.5615,6.1170
51.1000,16.2318,16.6700,10.7644,0.0000,0.4382,0.0233,5.5567,6.1154
51.2000,16.2341,16.6700,10.7601,0.0000,0.4359,0.0232,5.5520,6.1138
51.3000,16.2364,16.6700,10.7558,0.0000,0.4336,0.0231,5.5472,6.1123
51.4000,16.2387,16.6700,10.7515,0.0000,0.4313,0.0230,5.5425,6.1107
51.5000,16.2410,16.6700,10.7473,0.0000,0.4290,0.0228,5.5378,6.1091
51.6000,16.2433,16.6700,10.7431,0.0000,0.4267,0.0227,5.5332,6.1076
51.7000,16.2456,16.6700,10.7389,0.0000,0.4244,0.0226,5.5285,6.1061
51.8000,16.2478,16.6700,10.7347,0.0000,0.4222,0.0225,5.5239,6.1045
51.9000,16.2501,16.6700,10.7305,0.0000,0.4199,0.0224,5.5192,6.1030
52.0000,16.2523,16.6700,10.7264,0.0000,0.4177,0.0222,5.5146,6.1015
52.1000,16.2545,16.6700,10.7223,0.0000,0.4155,0.0221,5.5100,6.1000
52.2000,16.2567,16.6700,10.7182,0.0000,0.4133,0.0220,5.5055,6.0985
52.3000,16.2589,16.6700,10.7141,0.0000,0.4111,0.0219,5.5009,6.0970
52.4000,16.2611,16.6700,10.7100,0.0000,0.4089,0.0218,5.4964,6.0955
52.5000,16.2633,16.6700,10.7060,0.0000,0.4067,0.0217,5.4918,6.0940
52.6000,16.2654,16.6700,10.7020,0.0000,0.4046,0.0215,5.4873,6.0925
52.7000,16.2676,16.6700,10.6980,0.0000,0.4024,0.0214,5.4829,6.0911
52.8000,16.2697,16.6700,10.6940,0.0000,0.4003,0.0213,5.4784,6.0896
52.9000,16.2718,16.6700,10.6901,0.0000,0.3982,0.0212,5.4739,6.0882
53.0000,16.2739,16.6700,10.6862,0.0000,0.3961,0.0211,5.4695,6.0867
53.1000,16.2761,16.6700,10.6823,0.0000,0.3939,0.0210,5.4651,6.0853
53.2000,16.2781,16.6700,10.6784,0.0000,0.3919,0.0209,5.4607,6.0839
53.3000,16.2802,16.6700,10.6745,0.0000,0.3898,0.0208,5.4563,6.0824
53.4000,16.2823,16.6700,10.6707,0.0000,0.3877,0.0206,5.4519,6.0810
53.5000,16.2844,16.6700,10.6669,0.0000,0.3856,0.0205,5.4475,6.0796
53.6000,16.2864,16.6700,10.6631,0.0000,0.3836,0.0204,5.4432,6.0782
53.7000,16.2884,16.6700,10.6593,0.0000,0.3816,0.0203,5.4389,6.0768
53.8000,16.2905,16.6700,10.6555,0.0000,0.3795,0.0202,5.4346,6.0754
53.9000,16.2925,16.6700,10.6518,0.0000,0.3775,0.0201,5.4303,6.0741
54.0000,16.2945,16.6700,10.6481,0.0000,0.3755,0.0200,5.4260,6.0727
54.1000,16.2965,16.6700,10.6444,0.0000,0.3735,0.0199,5.4217,6.0713
54.2000,16.2985,16.6700,10.6407,0.0000,0.3715,0.0198,5.4175,6.0700
54.3000,16.3004,16.6700,10.6371,0.0000,0.3696,0.0197,5.4132,6.0686
54.4000,16.3024,16.6700,10.6334,0.0000,0.3676,0.0196,5.4090,6.0673
54.5000,16.3043,16.6700,10.6298,0.0000,0.3657,0.0195,5.4048,6.0659
54.6000,16.3063,16.6700,10.6262,0.0000,0.3637,0.0194,5.4006,6.0646
54.7000,16.3082,16.6700,10.6226,0.0000,0.3618,0.0193,5.3964,6.0633
54.8000,16.3101,16.6700,10.6191,0.0000,0.3599,0.0192,5.3923,6.0619
54.9000,16.3120,16.6700,10.6155,0.0000,0.3580,0.0191,5.3881,6.0606
55.0000,16.3139,16.6700,10.6120,0.0000,0.3561,0.0190,5.3840,6.0593
55.1000,16.3158,16.6700,10.6085,0.0000,0.3542,0.0189,5.3799,6.0580
55.2000,16.3177,16.6700,10.6050,0.0000,0.3523,0.0188,5.3758,6.0567
55.3000,16.3196,16.6700,10.6015,0.0000,0.3504,0.0187,5.3717,6.0554
55.4000,16.3214,16.6700,10.5981,0.0000,0.3486,0.0186,5.3676,6.0542
55.5000,16.3233,16.6700,10.5947,0.0000,0.3467,0.0185,5.3636,6.0529
55.6000,16.3251,16.6700,10.5912,0.0000,0.3449,0.0184,5.3595,6.0516
55.7000,16.3270,16.6700,10.5878,0.0000,0.3430,0.0183,5.3555,6.0504
55.8000,16.3288,16.6700,10.5845,0.0000,0.3412,0.0182,5.3515,6.0491
55.9000,16.3306,16.6700,10.5811,0.0000,0.3394,0.0181,5.3475,6.0479
56.0000,16.3324,16.6700,10.5778,0.0000,0.3376,0.0180,5.3435,6.0466
56.1000,16.3342,16.6700,10.5744,0.0000,0.3358,0.0179,5.3395,6.0454
56.2000,16.3360,16.6700,10.5711,0.0000,0.3340,0.0178,5.3356,6.0441
56.3000,16.3378,16.6700,10.5679,0.0000,0.3322,0.0177,5.3316,6.0429
56.4000,16.3395,16.6700,10.5646,0.0000,0.3305,0.0176,5.3277,6.0417
56.5000,16.3413,16.6700,10.5613,0.0000,0.3287,0.0175,5.3238,6.0405
56.6000,16.3430,16.6700,10.5581,0.0000,0.3270,0.0174,5.3198,6.0393
56.7000,16.3448,16.6700,10.5549,0.0000,0.3252,0.0173,5.3160,6.0381
56.8000,16.3465,16.6700,10.5517,0.0000,0.3235,0.0172,5.3121,6.0369
56.9000,16.3482,16.6700,10.5485,0.0000,0.3218,0.0171,5.3082,6.0357
57.0000,16.3499,16.6700,10.5453,0.0000,0.3201,0.0170,5.3044,6.0345
57.1000,16.3516,16.6700,10.5422,0.0000,0.3184,0.0170,5.3005,6.0334
57.2000,16.3533,16.6700,10.5391,0.0000,0.3167,0.0169,5.2967,6.0322
57.3000,16.3550,16.6700,10.5359,0.0000,0.3150,0.0168,5.2929,6.0310
57.4000,16.3566,16.6700,10.5328,0.0000,0.3134,0.0167,5.2891,6.0299
57.5000,16.3583,16.6700,10.5298,0.0000,0.3117,0.0166,5.2853,6.0287
57.6000,16.3600,16.6700,10.5267,0.0000,0.3100,0.0165,5.2815,6.0276
57.7000,16.3616,16.6700,10.5236,0.0000,0.3084,0.0164,5.2778,6.0264
57.8000,16.3633,16.6700,10.5206,0.0000,0.3067,0.0163,5.2740,6.0253
57.9000,16.3649,16.6700,10.5176,0.0000,0.3051,0.0162,5.2703,6.0242
58.0000,16.3665,16.6700,10.5146,0.0000,0.3035,0.0162,5.2665,6.0230
58.1000,16.3681,16.6700,10.5116,0.0000,0.3019,0.0161,5.2628,6.0219
58.2000,16.3697,16.6700,10.5086,0.0000,0.3003,0.0160,5.2591,6.0208
58.3000,16.3713,16.6700,10.5057,0.0000,0.2987,0.0159,5.2555,6.0197
58.4000,16.3729,16.6700,10.5027,0.0000,0.2971,0.0158,5.2518,6.0186
58.5000,16.3745,16.6700,10.4998,0.0000,0.2955,0.0157,5.2481,6.0175
58.6000,16.3760,16.6700,10.4969,0.0000,0.2940,0.0157,5.2445,6.0164
58.7000,16.3776,16.6700,10.4940,0.0000,0.2924,0.0156,5.2408,6.0153
58.8000,16.3792,16.6700,10.4912,0.0000,0.2908,0.0155,5.2372,6.0143
58.9000,16.3807,16.6700,10.4883,0.0000,0.2893,0.0154,5.2336,6.0132
59.0000,16.3822,16.6700,10.4854,0.0000,0.2878,0.0153,5.2300,6.0121
59.1000,16.3838,16.6700,10.4826,0.0000,0.2862,0.0152,5.2264,6.0111
59.2000,16.3853,16.6700,10.4798,0.0000,0.2847,0.0152,5.2228,6.0100
59.3000,16.3868,16.6700,10.4770,0.0000,0.2832,0.0151,5.2193,6.0090
59.4000,16.3883,16.6700,10.4742,0.0000,0.2817,0.0150,5.2157,6.0079
59.5000,16.3898,16.6700,10.4714,0.0000,0.2802,0.0149,5.2122,6.0069
59.6000,16.3913,16.6700,10.4687,0.0000,0.2787,0.0148,5.2086,6.0058
59.7000,16.3928,16.6700,10.4660,0.0000,0.2772,0.0148,5.2051,6.0048
59.8000,16.3942,16.6700,10.4632,0.0000,0.2758,0.0147,5.2016,6.0038
59.9000,16.3957,16.6700,10.4605,0.0000,0.2743,0.0146,5.1981,6.0028
60.0000,16.3971,16.6700,10.4578,0.0000,0.2729,0.0145,5.1946,6.0017
60.1000,16.3986,16.6700,10.4551,0.0000,0.2714,0.0144,5.1912,6.0007
60.2000,16.4000,16.6700,10.4525,0.0000,0.2700,0.0144,5.1877,5.9997
60.3000,16.4015,16.6700,10.4498,0.0000,0.2685,0.0143,5.1843,5.9987
60.4000,16.4029,16.6700,10.4472,0.0000,0.2671,0.0142,5.1808,5.9977
60.5000,16.4043,16.6700,10.4446,0.0000,0.2657,0.0141,5.1774,5.9967
60.6000,16.4057,16.6700,10.4419,0.0000,0.2643,0.0141,5.1740,5.9958
60.7000,16.4071,16.6700,10.4393,0.0000,0.2629,0.0140,5.1706,5.9948
60.8000,16.4085,16.6700,10.4368,0.0000,0.2615,0.0139,5.1672,5.9938
60.9000,16.4099,16.6700,10.4342,0.0000,0.2601,0.0138,5.1638,5.9928
61.0000,16.4113,16.6700,10.4316,0.0000,0.2587,0.0138,5.1604,5.9919
61.1000,16.4127,16.6700,10.4291,0.0000,0.2573,0.0137,5.1571,5.9909
61.2000,16.4140,16.6700,10.4266,0.0000,0.2560,0.0136,5.1537,5.9900
